,cluster_id,svc_name,method,path,trace_id,span_id,parent_span_id,st,et,rt,xt,ct,call_size,inflight_dict,rps_dict
15848,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,a64d8575574ea06e9f49c3a09467a7ca,731eb6a271cd4d58,783eda789863c532,1714287811987,1714287812053,66,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:232|
15856,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,48166dec12f6b97c46645fffc6e222b4,3350dab6ccbf180f,84c1548885ccf624,1714287811469,1714287811472,3,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:246|
15886,us-west-1,sslateingress,POST,/cart/checkout,48166dec12f6b97c46645fffc6e222b4,46645fffc6e222b4,,1714287811384,1714287811549,165,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:246|
15898,us-west-1,sslateingress,POST,/cart/checkout,2ce8f53a2e359abf0d29798c82d92ad3,0d29798c82d92ad3,,1714287811903,1714287812003,100,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:226|
15907,us-west-1,frontend,POST,/cart/checkout,48166dec12f6b97c46645fffc6e222b4,a8d82757aa66cd44,46645fffc6e222b4,1714287811391,1714287811545,154,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:233|
15923,us-west-1,frontend,POST,/cart/checkout,a64d8575574ea06e9f49c3a09467a7ca,783eda789863c532,9f49c3a09467a7ca,1714287811978,1714287812081,103,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:217|
15967,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,a64d8575574ea06e9f49c3a09467a7ca,0db95e99822bd893,783eda789863c532,1714287812077,1714287812079,2,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:18446744073709548065|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709548097|,currencyservice@POST@/hipstershop.CurrencyService/Convert:223|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:232|
15982,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,17e9d0fdbabf0f9bb52bf993bc988ef1,6dbb9b9238bfc7ed,b71ad959f40c470d,1714287811739,1714287811749,10,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:241|
15986,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,18209f34d6dbffe26ca5b65203ed5b0e,3098b926a99dfa3e,ad0ed29a74d9fb4d,1714287811852,1714287811876,24,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:3|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:233|
16041,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,17e9d0fdbabf0f9bb52bf993bc988ef1,35e1c1d021e76e2f,b71ad959f40c470d,1714287811753,1714287811754,1,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:0|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709548203|,currencyservice@POST@/hipstershop.CurrencyService/Convert:242|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:245|
16048,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,18209f34d6dbffe26ca5b65203ed5b0e,5cc4f6aaaea9eb51,ad0ed29a74d9fb4d,1714287811881,1714287811885,4,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:0|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709548180|,currencyservice@POST@/hipstershop.CurrencyService/Convert:244|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:237|
16074,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,18209f34d6dbffe26ca5b65203ed5b0e,2468a9bf62d73dff,bc43060fd2c4ee48,1714287811827,1714287811830,3,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:226|
16077,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,2ce8f53a2e359abf0d29798c82d92ad3,723b2b322089290d,b6a59faadb48b40c,1714287811951,1714287811952,1,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:219|
16080,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,a64d8575574ea06e9f49c3a09467a7ca,5078dea2da46c20a,731eb6a271cd4d58,1714287812031,1714287812032,1,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:222|
16121,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,18209f34d6dbffe26ca5b65203ed5b0e,1f5b42cee0a79287,bc43060fd2c4ee48,1714287811820,1714287811822,2,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:238|
16138,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,63906e0a6a428c5640cd4df0009e801d,e3e0d238e2340fdc,4e1ed70e46b27f88,1714287812536,1714287812538,2,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:217|
16142,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,2ce8f53a2e359abf0d29798c82d92ad3,8df48cd073545e4e,b6a59faadb48b40c,1714287811941,1714287811945,4,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:232|
16145,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,a64d8575574ea06e9f49c3a09467a7ca,87e1fa6dc968ca8b,731eb6a271cd4d58,1714287812019,1714287812021,2,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:242|
16189,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,63906e0a6a428c5640cd4df0009e801d,ad97f0ffe3480900,4e1ed70e46b27f88,1714287812545,1714287812546,1,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:2|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:210|
16194,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,18209f34d6dbffe26ca5b65203ed5b0e,bc43060fd2c4ee48,ad0ed29a74d9fb4d,1714287811802,1714287811847,45,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:232|
16209,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,63906e0a6a428c5640cd4df0009e801d,4e1ed70e46b27f88,3bedd8137fe6c3c7,1714287812501,1714287812567,66,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:2|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:220|
16224,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,2ce8f53a2e359abf0d29798c82d92ad3,ec3b8586a67aa4a4,44a7a4389c2318b1,1714287811971,1714287811983,12,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:235|
16233,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,63906e0a6a428c5640cd4df0009e801d,f3e575d6a9145dc6,3bedd8137fe6c3c7,1714287812576,1714287812606,30,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:225|
16242,us-west-1,frontend,POST,/cart/checkout,2ce8f53a2e359abf0d29798c82d92ad3,44a7a4389c2318b1,0d29798c82d92ad3,1714287811909,1714287812001,92,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:229|
16259,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,a64d8575574ea06e9f49c3a09467a7ca,07e2732584fdbfb2,731eb6a271cd4d58,1714287811992,1714287811998,6,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:226|
16281,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,2ce8f53a2e359abf0d29798c82d92ad3,831de1b744c9051f,b6a59faadb48b40c,1714287811919,1714287811928,9,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:220|
16314,us-west-1,sslateingress,POST,/cart/checkout,a64d8575574ea06e9f49c3a09467a7ca,9f49c3a09467a7ca,,1714287811973,1714287812083,110,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:221|
16332,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,a64d8575574ea06e9f49c3a09467a7ca,a5bdddcff218db9b,783eda789863c532,1714287812060,1714287812070,10,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:233|
16346,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,2ce8f53a2e359abf0d29798c82d92ad3,6d5afc9a04726966,b6a59faadb48b40c,1714287811958,1714287811960,2,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:217|
16349,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,a64d8575574ea06e9f49c3a09467a7ca,882bc69a3d99c68f,731eb6a271cd4d58,1714287812036,1714287812042,6,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:220|
16367,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,63906e0a6a428c5640cd4df0009e801d,77e81c6a04466620,4e1ed70e46b27f88,1714287812508,1714287812514,6,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:225|
16376,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,4173a0015d0c13e75331b0054e3fc6f1,da434ec5d86054e7,e37229967dd274d9,1714287812809,1714287812815,6,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:229|
16410,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,63906e0a6a428c5640cd4df0009e801d,61276b37c7eb646f,4e1ed70e46b27f88,1714287812555,1714287812561,6,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:2|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:221|
16418,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,9b2245db65b08b49fddeac3fb84ecebb,539913868d7bafcf,1bf23b3c58579c98,1714287812972,1714287812977,5,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:224|
16445,us-west-1,frontend,POST,/cart/checkout,63906e0a6a428c5640cd4df0009e801d,3bedd8137fe6c3c7,40cd4df0009e801d,1714287812499,1714287812633,134,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:220|
16463,us-west-1,sslateingress,POST,/cart/checkout,63906e0a6a428c5640cd4df0009e801d,40cd4df0009e801d,,1714287812497,1714287812635,138,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:221|
16477,us-west-1,sslateingress,POST,/cart/checkout,9b2245db65b08b49fddeac3fb84ecebb,fddeac3fb84ecebb,,1714287812873,1714287813029,156,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:238|
16498,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,63906e0a6a428c5640cd4df0009e801d,21d35163ff4eb127,3bedd8137fe6c3c7,1714287812615,1714287812624,9,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:0|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:1|,currencyservice@POST@/hipstershop.CurrencyService/Convert:213|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:229|
16556,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,4173a0015d0c13e75331b0054e3fc6f1,340b5e58351f359b,e37229967dd274d9,1714287812889,1714287812891,2,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:220|
16573,us-west-1,sslateingress,POST,/cart/checkout,4173a0015d0c13e75331b0054e3fc6f1,5331b0054e3fc6f1,,1714287812776,1714287813006,230,0,0,-1,sslateingress@POST@/cart/checkout:1|,sslateingress@POST@/cart/checkout:221|
16593,us-west-1,frontend,POST,/cart/checkout,9b2245db65b08b49fddeac3fb84ecebb,dcfe0406133b684f,fddeac3fb84ecebb,1714287812880,1714287813024,144,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:237|
16665,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,b3feed610008324e724f14bb9376aab9,d2776d537764ec90,cee38d2ce948ba24,1714287813347,1714287813371,24,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:233|
16678,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,4173a0015d0c13e75331b0054e3fc6f1,0218ac94dda63bc1,e37229967dd274d9,1714287812910,1714287812916,6,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:219|
16690,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,dce91bca1fc50b275bd652f46f8b3b25,f762a6095a6d1f9b,3a447661df5fef39,1714287813355,1714287813358,3,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:225|
16694,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,4173a0015d0c13e75331b0054e3fc6f1,123a05c007a8c997,55608660532eaa1a,1714287812982,1714287812988,6,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:1|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709547951|,currencyservice@POST@/hipstershop.CurrencyService/Convert:235|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:224|
16695,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,9b2245db65b08b49fddeac3fb84ecebb,0df5c1fc03128f4c,dcfe0406133b684f,1714287813015,1714287813020,5,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:0|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709547942|,currencyservice@POST@/hipstershop.CurrencyService/Convert:231|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:221|
16711,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,d28f939a6ec1ddf6e8980c24e91c4846,50afa6ec499a3af2,0de53158a4b98492,1714287813316,1714287813319,3,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:0|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709547860|,currencyservice@POST@/hipstershop.CurrencyService/Convert:239|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:250|
16715,us-west-1,currencyservice,POST,/hipstershop.CurrencyService/GetSupportedCurrencies,dce91bca1fc50b275bd652f46f8b3b25,b6baa2327b76d720,29a4b98e7821a568,1714287813400,1714287813408,8,0,0,-1,currencyservice@POST@/hipstershop.CurrencyService/Convert:0|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:18446744073709547846|,currencyservice@POST@/hipstershop.CurrencyService/Convert:246|currencyservice@POST@/hipstershop.CurrencyService/GetSupportedCurrencies:248|
16725,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,9b2245db65b08b49fddeac3fb84ecebb,47d6bff9a48c42f7,1bf23b3c58579c98,1714287812952,1714287812956,4,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:230|
16740,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,b3feed610008324e724f14bb9376aab9,524e748bcdba12a1,afdbec47427e3c92,1714287813317,1714287813319,2,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:231|
16775,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,4173a0015d0c13e75331b0054e3fc6f1,e37229967dd274d9,55608660532eaa1a,1714287812782,1714287812937,155,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:205|
16785,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,d28f939a6ec1ddf6e8980c24e91c4846,f139c9a87dc12240,0de53158a4b98492,1714287813220,1714287813291,71,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:2|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:213|
16811,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,a29fa9c07549a7bed8a6e35da357b25f,7d7d558e4191301f,8274f4469f46cfc1,1714287813250,1714287813254,4,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:232|
16834,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,d28f939a6ec1ddf6e8980c24e91c4846,a31dab462d12eb3c,f139c9a87dc12240,1714287813248,1714287813252,4,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:251|
16836,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,b3feed610008324e724f14bb9376aab9,942c3da1dd74fd9a,afdbec47427e3c92,1714287813310,1714287813312,2,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:249|
16887,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,a29fa9c07549a7bed8a6e35da357b25f,beb89aa76b77660e,8274f4469f46cfc1,1714287813257,1714287813258,1,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:250|
16893,us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,3eba9d7c4688c02330ba8ef561501d70,d14f8d386642fe3c,03411cd20d80fc5f,1714287813515,1714287813517,2,0,0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:246|
16904,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,9b2245db65b08b49fddeac3fb84ecebb,1bf23b3c58579c98,dcfe0406133b684f,1714287812886,1714287812987,101,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:247|
16916,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,a29fa9c07549a7bed8a6e35da357b25f,8274f4469f46cfc1,1f13433a431761ff,1714287813213,1714287813268,55,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:2|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:255|
16920,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,b3feed610008324e724f14bb9376aab9,afdbec47427e3c92,cee38d2ce948ba24,1714287813287,1714287813339,52,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:251|
16926,us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,3eba9d7c4688c02330ba8ef561501d70,03411cd20d80fc5f,bdd4d193cfe768bd,1714287813475,1714287813528,53,0,0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:267|
16930,us-west-1,frontend,POST,/cart/checkout,4173a0015d0c13e75331b0054e3fc6f1,55608660532eaa1a,5331b0054e3fc6f1,1714287812778,1714287813003,225,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:221|
16944,us-west-1,frontend,POST,/cart/checkout,dce91bca1fc50b275bd652f46f8b3b25,29a4b98e7821a568,5bd652f46f8b3b25,1714287813301,1714287813413,112,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:226|
16947,us-west-1,frontend,POST,/cart/checkout,3eba9d7c4688c02330ba8ef561501d70,bdd4d193cfe768bd,30ba8ef561501d70,1714287813466,1714287813577,111,0,0,-1,frontend@POST@/cart/checkout:1|,frontend@POST@/cart/checkout:240|
16955,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,4173a0015d0c13e75331b0054e3fc6f1,cb94bc3c746c4e48,55608660532eaa1a,1714287812954,1714287812974,20,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:2|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:216|
16956,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,9b2245db65b08b49fddeac3fb84ecebb,26204830e406a859,dcfe0406133b684f,1714287812992,1714287812999,7,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:214|
16969,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,d28f939a6ec1ddf6e8980c24e91c4846,94002179fbcdf154,0de53158a4b98492,1714287813297,1714287813312,15,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:230|
16972,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,dce91bca1fc50b275bd652f46f8b3b25,c0f8fea6f748fb1a,29a4b98e7821a568,1714287813378,1714287813391,13,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:229|
16986,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,d28f939a6ec1ddf6e8980c24e91c4846,9faecb133e66e2ad,f139c9a87dc12240,1714287813224,1714287813226,2,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:238|
17004,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,9b2245db65b08b49fddeac3fb84ecebb,bbc5f60c9a6283d3,1bf23b3c58579c98,1714287812895,1714287812903,8,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:222|
17012,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,b3feed610008324e724f14bb9376aab9,29803c78b992346a,afdbec47427e3c92,1714287813294,1714287813298,4,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:231|
17016,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,3eba9d7c4688c02330ba8ef561501d70,9ff941c1039a7ee6,03411cd20d80fc5f,1714287813483,1714287813487,4,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:241|
17021,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,4173a0015d0c13e75331b0054e3fc6f1,1b06bdfc396574f9,e37229967dd274d9,1714287812864,1714287812868,4,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:211|
17023,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,9b2245db65b08b49fddeac3fb84ecebb,f1a8b13963fc3368,1bf23b3c58579c98,1714287812927,1714287812933,6,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:217|
17037,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,dce91bca1fc50b275bd652f46f8b3b25,b9488590f0204852,3a447661df5fef39,1714287813330,1714287813332,2,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:231|
17042,us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,3eba9d7c4688c02330ba8ef561501d70,56cc47ccf236d51f,03411cd20d80fc5f,1714287813506,1714287813508,2,0,0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:1|,paymentservice@POST@/hipstershop.PaymentService/Charge:236|
17079,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,a29fa9c07549a7bed8a6e35da357b25f,3445c9fedd440b09,8274f4469f46cfc1,1714287813261,1714287813264,3,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:244|
17082,us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,b3feed610008324e724f14bb9376aab9,294539d110514e9d,afdbec47427e3c92,1714287813329,1714287813332,3,0,0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:248|
17106,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,a29fa9c07549a7bed8a6e35da357b25f,09b90a1aaaf9f82a,1f13433a431761ff,1714287813281,1714287813292,11,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:245|
17114,us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,3eba9d7c4688c02330ba8ef561501d70,0e983eb5e00088b5,bdd4d193cfe768bd,1714287813533,1714287813557,24,0,0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:260|
17126,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,a29fa9c07549a7bed8a6e35da357b25f,35b03db19fb2bb33,8274f4469f46cfc1,1714287813225,1714287813235,10,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:246|
17129,us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,dce91bca1fc50b275bd652f46f8b3b25,e6f5ae75c44338dd,3a447661df5fef39,1714287813312,1714287813319,7,0,0,-1,cartservice@POST@/hipstershop.CartService/GetCart:1|,cartservice@POST@/hipstershop.CartService/GetCart:241|
